0,0,5.0,1295222400
0,1,5.0,1301616000
0,2,5.0,1327622400
0,3,4.0,1354492800
0,4,5.0,1354492800
0,5,5.0,1354492800
0,6,1.0,1369699200
0,7,5.0,1372982400
0,8,5.0,1373846400
0,9,3.0,1375920000
0,10,2.0,1384560000
0,11,5.0,1387065600
0,12,5.0,1387065600
1,13,5.0,1358726400
1,14,5.0,1358726400
1,15,5.0,1358726400
1,16,5.0,1368316800
1,17,5.0,1368316800
1,18,5.0,1369785600
1,19,5.0,1369785600
1,20,5.0,1369785600
1,21,5.0,1369785600
1,22,5.0,1369785600
1,23,5.0,1369785600
1,24,5.0,1369785600
1,25,5.0,1369785600
1,26,5.0,1369785600
1,27,5.0,1369785600
1,28,5.0,1370217600
1,29,5.0,1387756800
2,30,2.0,1189987200
2,31,3.0,1189987200
2,32,5.0,1240704000
2,33,5.0,1246752000
2,34,5.0,1249948800
2,35,5.0,1256342400
2,36,5.0,1264550400
2,37,3.0,1268006400
2,38,1.0,1272240000
2,39,3.0,1277424000
2,40,3.0,1291852800
2,41,1.0,1296691200
2,42,5.0,1303776000
2,43,3.0,1304467200
2,44,5.0,1308700800
2,45,5.0,1308787200
2,46,5.0,1314576000
2,47,5.0,1314576000
2,48,5.0,1320105600
2,49,5.0,1320105600
2,50,5.0,1322006400
2,51,4.0,1322179200
2,52,2.0,1332201600
2,53,5.0,1335916800
2,54,5.0,1336003200
2,55,1.0,1338595200
2,56,3.0,1343865600
2,57,5.0,1347840000
2,58,2.0,1351382400
2,59,1.0,1353542400
2,60,3.0,1356739200
2,61,1.0,1356825600
2,62,3.0,1356825600
2,63,3.0,1357171200
2,64,5.0,1358467200
2,65,5.0,1360886400
2,66,4.0,1362096000
2,67,3.0,1363996800
2,68,3.0,1364169600
2,69,4.0,1364342400
2,70,3.0,1364428800
2,71,4.0,1365206400
2,72,5.0,1367107200
2,73,5.0,1368835200
2,74,1.0,1370390400
2,75,3.0,1371859200
2,76,5.0,1372809600
2,77,5.0,1373068800
2,78,5.0,1377561600
2,79,5.0,1378252800
2,80,1.0,1380412800
2,81,1.0,1380412800
2,82,5.0,1382313600
2,83,3.0,1382918400
2,84,3.0,1383004800
2,85,5.0,1385856000
2,86,3.0,1385942400
2,87,5.0,1389398400
2,88,5.0,1389398400
2,89,4.0,1389744000
2,90,1.0,1390003200
2,91,5.0,1390003200
2,92,5.0,1390867200
2,93,2.0,1390953600
2,94,2.0,1390953600
2,95,5.0,1391904000
2,96,5.0,1391904000
2,97,4.0,1392076800
2,98,5.0,1392076800
2,99,5.0,1392768000
2,100,5.0,1393027200
2,101,5.0,1393113600
2,102,5.0,1393632000
2,103,3.0,1393632000
2,104,1.0,1393804800
2,105,5.0,1394064000
2,106,5.0,1394150400
2,107,5.0,1394582400
2,108,5.0,1395187200
2,109,3.0,1400976000
2,110,2.0,1401926400
2,111,5.0,1403654400
3,38,4.0,1274572800
3,112,4.0,1282780800
3,113,2.0,1299369600
3,114,1.0,1300924800
3,115,2.0,1301011200
3,116,2.0,1312070400
3,117,5.0,1327449600
3,118,4.0,1337817600
3,119,2.0,1343088000
3,120,5.0,1355961600
3,121,5.0,1369180800
3,122,4.0,1369180800
3,123,5.0,1369180800
3,124,5.0,1369180800
3,125,4.0,1372723200
3,126,5.0,1373500800
3,127,3.0,1385510400
3,128,5.0,1391904000
3,129,5.0,1393718400
3,130,3.0,1402704000
3,131,4.0,1402704000
3,132,5.0,1405987200
4,133,3.0,1249776000
4,134,5.0,1257552000
4,135,5.0,1320969600
4,136,5.0,1342224000
4,137,1.0,1342569600
4,138,4.0,1344038400
4,139,5.0,1346025600
4,140,5.0,1358035200
4,141,2.0,1358035200
4,142,5.0,1358035200
4,143,5.0,1358035200
4,144,5.0,1358035200
4,145,5.0,1358035200
4,146,5.0,1362787200
4,147,5.0,1364256000
4,148,5.0,1369699200
4,149,4.0,1371945600
4,150,5.0,1371945600
4,151,5.0,1371945600
4,152,5.0,1371945600
4,153,5.0,1375660800
4,154,5.0,1377043200
4,155,5.0,1377388800
4,156,4.0,1381104000
4,157,5.0,1381104000
4,158,4.0,1381363200
4,159,5.0,1381363200
4,160,4.0,1383609600
4,161,4.0,1385251200
4,162,4.0,1385251200
4,163,5.0,1385251200
4,164,3.0,1385251200
4,165,5.0,1385251200
4,166,4.0,1387152000
4,167,5.0,1387152000
4,168,4.0,1387756800
4,169,5.0,1390003200
4,170,3.0,1390003200
4,171,5.0,1390003200
4,172,5.0,1393718400
4,173,4.0,1400803200
4,174,4.0,1400803200
4,175,3.0,1400803200
4,176,5.0,1401235200
4,177,1.0,1401667200
4,178,5.0,1401667200
4,179,1.0,1402704000
4,180,5.0,1403481600
4,181,2.0,1404432000
4,182,5.0,1404691200
4,183,5.0,1404691200
4,184,5.0,1404691200
5,185,4.0,1208995200
5,186,3.0,1213747200
5,187,3.0,1213747200
5,188,3.0,1232582400
5,189,5.0,1235001600
5,190,5.0,1238025600
5,191,3.0,1248307200
5,192,4.0,1250726400
5,114,3.0,1301270400
5,193,5.0,1313366400
5,194,5.0,1321315200
5,195,2.0,1321488000
5,196,3.0,1329004800
5,197,4.0,1331251200
5,67,3.0,1338422400
5,55,3.0,1339804800
5,198,4.0,1340582400
5,199,5.0,1363132800
5,200,3.0,1364256000
5,201,3.0,1364342400
5,202,4.0,1364428800
5,203,5.0,1372032000
5,204,5.0,1372291200
5,205,4.0,1397606400
6,206,5.0,1175385600
6,207,5.0,1184457600
6,208,5.0,1184457600
6,209,5.0,1184457600
6,210,4.0,1184457600
6,211,4.0,1186444800
6,212,5.0,1188432000
6,213,5.0,1191283200
6,214,5.0,1191283200
6,215,5.0,1191283200
6,216,3.0,1191283200
6,217,1.0,1191283200
6,218,5.0,1191801600
6,219,5.0,1197676800
6,220,5.0,1197849600
6,221,5.0,1197849600
6,222,4.0,1199404800
6,223,5.0,1200873600
6,224,4.0,1201305600
6,225,5.0,1252886400
6,226,5.0,1252886400
6,227,5.0,1252886400
6,228,5.0,1252886400
6,229,3.0,1266624000
6,230,5.0,1270771200
6,231,3.0,1274140800
6,232,5.0,1321056000
6,233,5.0,1365552000
7,234,5.0,1200960000
7,235,5.0,1201910400
7,236,5.0,1202083200
7,237,5.0,1202515200
7,238,5.0,1202688000
7,239,5.0,1203379200
7,240,3.0,1204070400
7,241,4.0,1205712000
7,242,5.0,1209427200
7,243,5.0,1210723200
7,244,5.0,1212192000
7,245,5.0,1213228800
7,246,5.0,1213228800
7,247,5.0,1213833600
7,248,5.0,1214006400
7,249,5.0,1214006400
7,250,5.0,1214352000
7,251,5.0,1214611200
7,252,5.0,1215043200
7,253,5.0,1215302400
7,254,5.0,1215648000
7,255,5.0,1216252800
7,256,5.0,1216252800
7,257,5.0,1216252800
